run_accession	biome_class	biome_subclass	biome	accession	sample_accession	sample_name	longitude	latitude	geo_loc_name	geo_loc_name_1	studies	sample_desc	environment_biome	environment_feature	environment_material	study_accession	experiment_accession	read_count	instrument_model	instrument_platform	library_layout	library_strategy	library_selection	library_source	fastq_ftp	query_biome
ERR2762108	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1308472	SAMEA4397023	TARA_R110002051	0.2177	67.1675	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110002051) was collected at station TARA_158 during campaign TARA_20130519Z of the Tara Oceans expedition (2009-2013), using a Rosette Vertical Sampling System [RVSS]. The sampling event (TARA_20130604T0905Z_158_Combined-EVENTS_CAST) occurred at position latitudeN=67.1675 and longitudeE=0.2177, on date/time=2013-06-04T09:05:00, at a depth of 642-660 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775061	239678325	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/008/ERR2762108/ERR2762108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/008/ERR2762108/ERR2762108_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR3589570	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1309179	SAMEA4397730	TARA_B110000263	116.4105	78.0391	NA	NA	MGYS00006058	This sample (TARA_B110000263) was collected at station TARA_189 during campaign TARA_20130801Z of the Tara Oceans expedition (2009-2013), using a Rosette Vertical Sampling System [RVSS]. The sampling event (TARA_20130828T0047Z_189_Combined-EVENTS_CAST) occurred at position latitudeN=78.0391 and longitudeE=116.4105, on date/time=2013-08-28T00:47:00, at a depth of 290-308 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213). The sample material was size-fractionated (0.22-3 micrometres) and prepared on board using protocol  [SEQ-(100L)_W0.22-3] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of prokaryotes. This sample has replicate sample(s): TARA_B110000264.	polar biome	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9740	ERX3585457	162066039	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589570/ERR3589570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589570/ERR3589570_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762118	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1308664	SAMEA4397215	TARA_R110002074	44.0552	72.5199	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110002074) was collected at station TARA_168 during campaign TARA_20130629Z of the Tara Oceans expedition (2009-2013), using a Rosette Vertical Sampling System [RVSS]. The sampling event (TARA_20130702T0424Z_168_Combined-EVENTS_CAST) occurred at position latitudeN=72.5199 and longitudeE=44.0552, on date/time=2013-07-02T04:24:00, at a depth of 10-100 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [MIX] marine epipelagic wind mixed layer (ENVO:01000061). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775071	230465284	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/008/ERR2762118/ERR2762118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/008/ERR2762118/ERR2762118_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762117	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1308623	SAMEA4397174	TARA_R110002073	44.102	72.5432	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110002073) was collected at station TARA_168 during campaign TARA_20130629Z of the Tara Oceans expedition (2009-2013), using a high volume peristaltic pump [HVP-PUMP]. The sampling event (TARA_20130701T1234Z_168_EVENT_PUMP) occurred at position latitudeN=72.5432 and longitudeE=44.102, on date/time=2013-07-01T12:34:00, at a depth of 38-42 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [DCM] deep chlorophyll maximum layer (ENVO:01000326). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775070	39527349	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/007/ERR2762117/ERR2762117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/007/ERR2762117/ERR2762117_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762170	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1309560	SAMEA4398111	TARA_R110000764	-71.892	72.4693	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110000764) was collected at station TARA_205 during campaign TARA_20130921Z of the Tara Oceans expedition (2009-2013), using a high volume peristaltic pump [HVP-PUMP]. The sampling event (TARA_20131008T1215Z_205_EVENT_PUMP) occurred at position latitudeN=72.4693 and longitudeE=-71.892, on date/time=2013-10-08T12:15:00, at a depth of 3-7 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [SRF] surface water layer (ENVO:00010504). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[SRF] surface water layer (ENVO:00010504)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775123	43362260	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/000/ERR2762170/ERR2762170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/000/ERR2762170/ERR2762170_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762135	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1308938	SAMEA4397489	TARA_R110000868	76.1478	74.8023	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110000868) was collected at station TARA_180 during campaign TARA_20130629Z of the Tara Oceans expedition (2009-2013), using a high volume peristaltic pump [HVP-PUMP]. The sampling event (TARA_20130718T0204Z_180_EVENT_PUMP) occurred at position latitudeN=74.8023 and longitudeE=76.1478, on date/time=2013-07-18T02:04:00, at a depth of 3-7 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [SRF] surface water layer (ENVO:00010504). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[SRF] surface water layer (ENVO:00010504)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775088	183709841	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/005/ERR2762135/ERR2762135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/005/ERR2762135/ERR2762135_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762156	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1309308	SAMEA4397859	TARA_R110000782	-168.1333	73.3833	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110000782) was collected at station TARA_194 during campaign TARA_20130907Z of the Tara Oceans expedition (2009-2013), using a high volume peristaltic pump [HVP-PUMP]. The sampling event (TARA_20130911T2000Z_194_EVENT_PUMP) occurred at position latitudeN=73.3833 and longitudeE=-168.1333, on date/time=2013-09-11T20:00:00, at a depth of 3-7 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [SRF] surface water layer (ENVO:00010504). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[SRF] surface water layer (ENVO:00010504)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775109	45107129	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/006/ERR2762156/ERR2762156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/006/ERR2762156/ERR2762156_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762165	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1309476	SAMEA4398027	TARA_R110000737	-85.7806	74.2987	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110000737) was collected at station TARA_201 during campaign TARA_20130921Z of the Tara Oceans expedition (2009-2013), using a high volume peristaltic pump [HVP-PUMP]. The sampling event (TARA_20130930T1502Z_201_EVENT_PUMP) occurred at position latitudeN=74.2987 and longitudeE=-85.7806, on date/time=2013-09-30T15:02:00, at a depth of 3-7 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [SRF] surface water layer (ENVO:00010504). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[SRF] surface water layer (ENVO:00010504)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775118	192717882	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/005/ERR2762165/ERR2762165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/005/ERR2762165/ERR2762165_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR3589564	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1308420	SAMEA4396971	TARA_B110001452	0.3964	67.161	NA	NA	MGYS00006058	This sample (TARA_B110001452) was collected at station TARA_158 during campaign TARA_20130519Z of the Tara Oceans expedition (2009-2013), using a high volume peristaltic pump [HVP-PUMP]. The sampling event (TARA_20130603T1527Z_158_EVENT_PUMP) occurred at position latitudeN=67.161 and longitudeE=0.3964, on date/time=2013-06-03T15:27:00, at a depth of 23-27 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [DCM] deep chlorophyll maximum layer (ENVO:01000326). The sample material was size-fractionated (0.22-3 micrometres) and prepared on board using protocol  [SEQ-(100L)_W0.22-3] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of prokaryotes. This sample has replicate sample(s): TARA_B110001453.	polar biome	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9740	ERX3585451	152217640	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/004/ERR3589564/ERR3589564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/004/ERR3589564/ERR3589564_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762142	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1309171	SAMEA4397722	TARA_R110000823	116.6556	77.9668	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110000823) was collected at station TARA_189 during campaign TARA_20130801Z of the Tara Oceans expedition (2009-2013), using a high volume peristaltic pump [HVP-PUMP]. The sampling event (TARA_20130827T1140Z_189_EVENT_PUMP) occurred at position latitudeN=77.9668 and longitudeE=116.6556, on date/time=2013-08-27T11:40:00, at a depth of 18-22 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [DCM] deep chlorophyll maximum layer (ENVO:01000326). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775095	45499235	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/002/ERR2762142/ERR2762142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/002/ERR2762142/ERR2762142_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762152	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1309264	SAMEA4397815	TARA_R110000796	174.9916	71.0704	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110000796) was collected at station TARA_193 during campaign TARA_20130907Z of the Tara Oceans expedition (2009-2013), using a high volume peristaltic pump [HVP-PUMP]. The sampling event (TARA_20130908T0245Z_193_EVENT_PUMP) occurred at position latitudeN=71.0704 and longitudeE=174.9916, on date/time=2013-09-08T02:45:00, at a depth of 3-7 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [SRF] surface water layer (ENVO:00010504). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[SRF] surface water layer (ENVO:00010504)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775105	44849522	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/002/ERR2762152/ERR2762152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/002/ERR2762152/ERR2762152_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762161	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1309532	SAMEA4398083	TARA_R110000744	-85.6208	74.3386	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110000744) was collected at station TARA_201 during campaign TARA_20130921Z of the Tara Oceans expedition (2009-2013), using a Rosette Vertical Sampling System [RVSS]. The sampling event (TARA_20130930T2233Z_201_Combined-EVENTS_CAST) occurred at position latitudeN=74.3386 and longitudeE=-85.6208, on date/time=2013-09-30T22:33:00, at a depth of 27-45 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [DCM] deep chlorophyll maximum layer (ENVO:01000326). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775114	211937809	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/001/ERR2762161/ERR2762161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/001/ERR2762161/ERR2762161_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762175	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1309642	SAMEA4398193	TARA_R110002153	-53.5989	70.9574	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110002153) was collected at station TARA_206 during campaign TARA_20130921Z of the Tara Oceans expedition (2009-2013), using a high volume peristaltic pump [HVP-PUMP]. The sampling event (TARA_20131012T1109Z_206_EVENT_PUMP) occurred at position latitudeN=70.9574 and longitudeE=-53.5989, on date/time=2013-10-12T11:09:00, at a depth of 3-7 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [SRF] surface water layer (ENVO:00010504). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[SRF] surface water layer (ENVO:00010504)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775128	48396120	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/005/ERR2762175/ERR2762175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/005/ERR2762175/ERR2762175_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762121	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1308567	SAMEA4397118	TARA_R110002072	44.0775	72.5128	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110002072) was collected at station TARA_168 during campaign TARA_20130629Z of the Tara Oceans expedition (2009-2013), using a high volume peristaltic pump [HVP-PUMP]. The sampling event (TARA_20130701T0320Z_168_EVENT_PUMP) occurred at position latitudeN=72.5128 and longitudeE=44.0775, on date/time=2013-07-01T03:20:00, at a depth of 3-7 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [SRF] surface water layer (ENVO:00010504). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[SRF] surface water layer (ENVO:00010504)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775074	210493559	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/001/ERR2762121/ERR2762121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/001/ERR2762121/ERR2762121_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762115	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1308500	SAMEA4397051	TARA_R110002033	1.3918	76.1825	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110002033) was collected at station TARA_163 during campaign TARA_20130519Z of the Tara Oceans expedition (2009-2013), using a high volume peristaltic pump [HVP-PUMP]. The sampling event (TARA_20130609T0739Z_163_EVENT_PUMP) occurred at position latitudeN=76.1825 and longitudeE=1.3918, on date/time=2013-06-09T07:39:00, at a depth of 3-7 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [SRF] surface water layer (ENVO:00010504). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[SRF] surface water layer (ENVO:00010504)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775068	239198594	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/005/ERR2762115/ERR2762115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/005/ERR2762115/ERR2762115_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762176	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1309715	SAMEA4398266	TARA_R110001632	-51.5086	69.1136	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110001632) was collected at station TARA_208 during campaign TARA_20131020Z of the Tara Oceans expedition (2009-2013), using a high volume peristaltic pump [HVP-PUMP]. The sampling event (TARA_20131020T1034Z_208_EVENT_PUMP) occurred at position latitudeN=69.1136 and longitudeE=-51.5086, on date/time=2013-10-20T10:34:00, at a depth of 3-7 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [SRF] surface water layer (ENVO:00010504). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[SRF] surface water layer (ENVO:00010504)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775129	64693685	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/006/ERR2762176/ERR2762176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/006/ERR2762176/ERR2762176_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762178	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1309809	SAMEA4398360	TARA_R110001599	-52.996	64.7	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110001599) was collected at station TARA_209 during campaign TARA_20131020Z of the Tara Oceans expedition (2009-2013), using a Rosette Vertical Sampling System [RVSS]. The sampling event (TARA_20131023T1736Z_209_Combined-EVENTS_CAST) occurred at position latitudeN=64.7 and longitudeE=-52.996, on date/time=2013-10-23T17:36:00, at a depth of 342-360 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775131	58011641	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/008/ERR2762178/ERR2762178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/008/ERR2762178/ERR2762178_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762130	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1308812	SAMEA4397363	TARA_R110002111	66.4827	79.2026	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110002111) was collected at station TARA_175 during campaign TARA_20130629Z of the Tara Oceans expedition (2009-2013), using a Rosette Vertical Sampling System [RVSS]. The sampling event (TARA_20130710T1100Z_175_Combined-EVENTS_CAST) occurred at position latitudeN=79.2026 and longitudeE=66.4827, on date/time=2013-07-10T11:00:00, at a depth of 190-208 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [ZZZ] marine water layer (ENVO:01000295). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[ZZZ] marine water layer (ENVO:01000295)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775083	51539312	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/000/ERR2762130/ERR2762130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/000/ERR2762130/ERR2762130_2.fastq.gz	root:Environmental:Aquatic:Marine
